Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Geometri
0900/2024;Heimdalhaugen 13;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Sink,Sølv;5045;Grong;50;Trøndelag - Trööndelage;POLYGON ((12.5694007989435 64.47770835359,12.6317492093846 64.4787254144523,12.6340737241 64.4518280519905,12.5717863658308 64.4508122128885,12.5694007989435 64.47770835359))
0901/2024;Heimdalhaugen 14;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Sink,Sølv;5045;Grong;50;Trøndelag - Trööndelage;POLYGON ((12.8743669297489 64.5168141310674,12.9784535273911 64.5182796230282,12.9797792697033 64.500344003784,12.8757608105585 64.4988796874059,12.8743669297489 64.5168141310674))
0904/2024;Heimdalhaugen 2;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Sink,Sølv;5045;Grong;50;Trøndelag - Trööndelage;POLYGON ((12.9771258464711 64.5362151835851,13.0187912152515 64.536781249832,13.0220386025731 64.4919411036459,12.9804414151528 64.4913761721567,12.9771258464711 64.5362151835851))
0905/2024;Heimdalhaugen 3;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Sink,Sølv;5045,5044;Grong,Namsskogan;50;Trøndelag - Trööndelage;POLYGON ((13.017228248909 64.558304391028,13.0589283407875 64.5588592182053,13.0621131180099 64.514018133351,13.0204813369162 64.5134644191255,13.017228248909 64.558304391028))
0913/2024;Mykkelvika 10;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.3351818524035 64.8295738765912,13.4405011563084 64.83071625155,13.4415384748753 64.8127768760375,13.3362891490112 64.811635425958,13.3351818524035 64.8295738765912))
0914/2024;Mykkelvika 11;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.334072918036 64.847512273487,13.4394623033404 64.8486555745564,13.4405011563084 64.83071625155,13.3351818524035 64.8295738765912,13.334072918036 64.847512273487))
0916/2024;Mykkelvika 13;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.441020007188 64.8217465703572,13.4831364464656 64.8221824549625,13.4856550975131 64.7773329708975,13.4436085218401 64.7768979674788,13.441020007188 64.8217465703572))
0917/2024;Mykkelvika 14;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.4846487525174 64.7952728035572,13.5267247294352 64.7956962407466,13.5277031567335 64.7777560655923,13.4856550975131 64.7773329708975,13.4846487525174 64.7952728035572))
0918/2024;Mykkelvika 15;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.3840746668075 64.8929401928511,13.4263014866685 64.89339245677,13.4289229216571 64.8485446041994,13.386766368918 64.8480932564455,13.3840746668075 64.8929401928511))
0919/2024;Mykkelvika 16;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.3432317028094 64.8700530030814,13.3854217629463 64.8705167661373,13.386766368918 64.8480932564455,13.3446114056452 64.8476299631882,13.3432317028094 64.8700530030814))
0922/2024;Mykkelvika 19;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.4263014866685 64.89339245677,13.4685298628308 64.8938327501468,13.4703166655296 64.862438663204,13.428137509404 64.8619989945011,13.4263014866685 64.89339245677))
0923/2024;Mykkelvika 2;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.2322255528998 64.792481923323,13.3373948113391 64.7936969215862,13.3384988428573 64.7757583634744,13.2333993347719 64.7745443477806,13.2322255528998 64.792481923323))
0927/2024;Mykkelvika 23;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5044,5043;Namsskogan,Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.107294253869 64.7729893248708,13.2123807101223 64.7742926164303,13.2134185371032 64.7585973707182,13.1083930039894 64.75729500088,13.107294253869 64.7729893248708))
0931/2024;Mykkelvika 3;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.2310500373585 64.8104194438197,13.3362891490112 64.811635425958,13.3373948113391 64.7936969215862,13.2322255528998 64.792481923323,13.2310500373585 64.8104194438197))
0932/2024;Mykkelvika 4;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.2825259985769 64.8289747161337,13.3351818524035 64.8295738765912,13.3362891490112 64.811635425958,13.2836682761345 64.811036750556,13.2825259985769 64.8289747161337))
0933/2024;Mykkelvika 5;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.2813820316032 64.8469126273283,13.334072918036 64.847512273487,13.3351818524035 64.8295738765912,13.2825259985769 64.8289747161337,13.2813820316032 64.8469126273283))
0935/2024;Mykkelvika 7;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5042,5043;Lierne,Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.4225858031772 64.7766760002427,13.5277031567335 64.7777560655923,13.5285580972614 64.7620583700073,13.4235017241738 64.76097906871,13.4225858031772 64.7766760002427))
0937/2024;Mykkelvika 9;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-06;2024-02-21;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.3362891490112 64.811635425958,13.4415384748753 64.8127768760375,13.4425742623021 64.7948374480151,13.3373948113391 64.7936969215862,13.3362891490112 64.811635425958))
0085/2024;Gjersvik 1;UTVINNINGSRETT;Joma Gruver AS;919385723;Godkjent;2024-02-14;2024-09-11;Kobber,Sink;5043;Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.428137509404 64.8619989945011,13.4492268962479 64.8622203231005,13.4497435816926 64.8532506431444,13.4286612143934 64.8530294042554,13.428137509404 64.8619989945011))
0960/2024;Porsa 1;UNDERSOEKELSESRETT;GRØNNSTEIN AS;927011824;Godkjent;2024-02-14;2024-02-27;Gull,Jern,Kobber,Kobolt,Mangan,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.6895690341571 70.3858884417581,23.7228962314106 70.3853899382443,23.7217023843933 70.3764332320074,23.6883897561704 70.3769314898445,23.6895690341571 70.3858884417581))
0961/2024;Vesterdalen 1;UNDERSOEKELSESRETT;GRØNNSTEIN AS;927011824;Godkjent;2024-02-14;2024-02-27;Gull,Jern,Kobber,Kobolt,Mangan,Molybden,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.6739898060861 70.4168566161393,23.7407445041109 70.4158590043221,23.7383382503671 70.3979459008832,23.6716419878363 70.3989425285336,23.6739898060861 70.4168566161393))
0983/2024;Nore Grønnsteinsbelte 1;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.945711391192 60.3069271398819,8.9909518962219 60.3069379176502,8.99096179620446 60.2710852995205,8.94577079103771 60.2710745373297,8.945711391192 60.3069271398819))
0984/2024;Nore Grønnsteinsbelte 10;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3322,3338;Nesbyen,Nore og Uvdal;33;Buskerud;POLYGON ((8.96364287754003 60.4550825207732,8.98182143716219 60.455086238203,8.98187145337225 60.3652992140179,8.96374290993128 60.3652955100634,8.96364287754003 60.4550825207732))
0985/2024;Nore Grønnsteinsbelte 11;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3322,3338;Nesbyen,Nore og Uvdal;33;Buskerud;POLYGON ((8.94546432434911 60.4550763250585,8.96364287754002 60.4550825207732,8.96374290993125 60.3652955100634,8.94561437286373 60.3652893368072,8.94546432434911 60.4550763250585))
0988/2024;Nore Grønnsteinsbelte 2;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.92730413999757 60.4468521952045,8.94547809375279 60.4468608663179,8.94562805443237 60.3570737664501,8.92750408743556 60.3570651267629,8.92730413999757 60.4468521952045))
0989/2024;Nore Grønnsteinsbelte 3;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.99094195356108 60.3428531924765,9.02264511522781 60.342851573465,9.02262646679199 60.3159151374321,8.99094941293636 60.3159167546836,8.99094195356108 60.3428531924765))
0990/2024;Nore Grønnsteinsbelte 4;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.9457707910377 60.2710745373297,8.99096179620446 60.2710852995205,8.99097168831032 60.2351696337956,8.94583014362334 60.2351588871756,8.9457707910377 60.2710745373297))
0991/2024;Nore Grønnsteinsbelte 5;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.99096179620446 60.2710852995205,9.00903820379551 60.2710852995205,9.00901352068451 60.1812957679635,8.99098647931544 60.1812957679635,8.99096179620446 60.2710852995205))
0992/2024;Nore Grønnsteinsbelte 6;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.95485844941529 60.2351622646842,8.99097168831034 60.2351696337956,8.99098401806684 60.190274776223,8.95492009816268 60.1902674204251,8.95485844941529 60.2351622646842))
0993/2024;Nore Grønnsteinsbelte 7;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.94565173527716 60.342842399069,8.99094195356111 60.3428531924765,8.9909518962219 60.3069379176502,8.94571139119202 60.3069271398819,8.94565173527716 60.342842399069))
0994/2024;Nore Grønnsteinsbelte 8;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.94561437286373 60.3652893368072,8.9818714533723 60.3652992140179,8.98188390751962 60.342852267327,8.94565173527716 60.342842399069,8.94561437286373 60.3652893368072))
0995/2024;Nore Grønnsteinsbelte 9;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2024-02-15;2024-03-07;Gull,Kobber,Molybden,REE,Sølv,Thorium,Tinn,Uran,Vanadium,Wolfram;3338;Nore og Uvdal;33;Buskerud;POLYGON ((8.98183397124799 60.4326395964715,8.99999999999998 60.4326408344897,8.99999999999996 60.3428535008596,8.98188390751965 60.3428522673269,8.98183397124799 60.4326395964715))
0996/2024;Arefjellet 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.3915909397628 65.4793947775708,14.4995550441108 65.4797897231657,14.4998979819817 65.4618459532536,14.3920078516286 65.4614513337483,14.3915909397628 65.4793947775708))
0997/2024;Arefjellet 2;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.2836307843073 65.478922929993,14.3915909397628 65.4793947775708,14.3920078516286 65.4614513337483,14.2841216615476 65.4609798757419,14.2836307843073 65.478922929993))
0998/2024;Arefjellet 3;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.19726597382 65.4784900862282,14.2836307843073 65.478922929993,14.2841216615476 65.4609798757419,14.1978160161259 65.4605473893335,14.19726597382 65.4784900862282))
0999/2024;Arefjellet 4;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.3911733960716 65.4973381771557,14.4992115865042 65.4977334492879,14.4995550441108 65.4797897231657,14.3915909397628 65.4793947775708,14.3911733960716 65.4973381771557))
1000/2024;Arefjellet 5;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.2831391631775 65.4968659394718,14.3911733960716 65.4973381771557,14.3915909397628 65.4793947775708,14.2836307843073 65.478922929993,14.2831391631775 65.4968659394718))
1001/2024;Arefjellet 6;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.3907552191719 65.5152815325235,14.498867608024 65.5156771316415,14.4992115865042 65.4977334492879,14.3911733960716 65.4973381771557,14.3907552191719 65.5152815325235))
1002/2024;Arefjellet 7;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.2826467965294 65.5148089041976,14.3907552191719 65.5152815325235,14.3911733960716 65.4973381771557,14.2831391631775 65.4968659394718,14.2826467965294 65.5148089041976))
1003/2024;Arefjellet 8;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.2491588504837 65.5325922116151,14.3573402227695 65.5330887433933,14.3577816974608 65.5151455447764,14.2496746245195 65.5146494236168,14.2491588504837 65.5325922116151))
1004/2024;Arefjellet 9;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-16;2024-03-07;Bly,Kobber,Molybden,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda;POLYGON ((14.140982373108 65.5320185944062,14.2491588504837 65.5325922116151,14.2496746245195 65.5146494236168,14.1415724357797 65.5140762807547,14.140982373108 65.5320185944062))
0976/2024;Hulderdalen 3;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2024-02-16;2024-03-01;Jern,Niob,REE,Titan,Zirkonium;3909;Larvik;39;Vestfold;POLYGON ((10.0426137879036 59.1834936140959,10.1300917928474 59.1827625015843,10.1296178067682 59.1683966551645,10.0421764752099 59.1691273533608,10.0426137879036 59.1834936140959))
0977/2024;Hulderdalen 4;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2024-02-16;2024-03-01;Jern,Niob,REE,Titan,Zirkonium;3909,3907;Larvik,Sandefjord;39;Vestfold;POLYGON ((10.0596650903491 59.168985919896,10.1471055356959 59.1682434565045,10.1465045542224 59.1502862086732,10.0591098981665 59.1510281463321,10.0596650903491 59.168985919896))
1005/2024;Kvelde 1;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2024-02-16;2024-03-07;Jern,Niob,REE,Titan,Zirkonium;4001;Porsgrunn;40;Telemark;POLYGON ((9.80714020977588 59.1904587031972,9.84310398489653 59.1902304502368,9.84283113851417 59.1791498511467,9.80687899888923 59.1793780043159,9.80714020977588 59.1904587031972))
1013/2024;Stormyrplutten 1;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2024-02-19;2024-03-12;Kobber,Nikkel,Platina;5042,5043;Lierne,Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.4425742623021 64.7948374480151,13.4846487525174 64.7952728035572,13.4871618343358 64.7504231243112,13.4451570534456 64.7499886482021,13.4425742623021 64.7948374480151))
1014/2024;Stormyrplutten 2;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2024-02-19;2024-03-12;Kobber,Nikkel,Platina;5042,5043;Lierne,Raarvihke - Røyrvik;50;Trøndelag - Trööndelage;POLYGON ((13.4846487525174 64.7952728035572,13.5267247294352 64.7956962407466,13.5291680940577 64.7508457061157,13.4871618343358 64.7504231243112,13.4846487525174 64.7952728035572))
1015/2024;Spielgasaiva 1;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.417048361568 69.3745249916452,23.5186983521875 69.3730794071133,23.5166079961253 69.3551609913318,23.4150421641525 69.3566052097127,23.417048361568 69.3745249916452))
1016/2024;Spielgasaiva 10;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.325353123188 69.2322022379517,23.4010979873079 69.2311649523838,23.3991200245511 69.2132446612888,23.3234374179384 69.2142809720057,23.325353123188 69.2322022379517))
1017/2024;Spielgasaiva 11;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.1972829670142 69.2159343927147,23.3234374179384 69.2142809720057,23.3215250916816 69.1963596442017,23.195474264028 69.198011511914,23.1972829670142 69.2159343927147))
1018/2024;Spielgasaiva 12;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.3234374179384 69.2142809720057,23.3991200245511 69.2132446612888,23.3971455502452 69.1953243067326,23.3215250916816 69.1963596442017,23.3234374179384 69.2142809720057))
1019/2024;Spielgasaiva 13;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.2206860600796 69.1976885088247,23.346732765908 69.1960182160232,23.3448031281217 69.1780971468325,23.2188598528485 69.1797658719435,23.2206860600796 69.1976885088247))
1020/2024;Spielgasaiva 2;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.3388584088876 69.3576493644766,23.4658268980736 69.3558905300556,23.463782252481 69.337971359283,23.3369188045456 69.3397285325634,23.3388584088876 69.3576493644766))
1021/2024;Spielgasaiva 3;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.3369188045456 69.3397285325634,23.463782252481 69.337971359283,23.4617412333387 69.3200521236447,23.3349826409452 69.3218076385342,23.3369188045456 69.3397285325634))
1022/2024;Spielgasaiva 4;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.3349826409451 69.3218076385342,23.4617412333387 69.3200521236447,23.4597038312553 69.3021328231852,23.3330499091733 69.3038866824265,23.3349826409451 69.3218076385342))
1023/2024;Spielgasaiva 5;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.3330499091733 69.3038866824265,23.4597038312553 69.3021328231852,23.4576700368712 69.2842134579491,23.3311206003478 69.2859656642773,23.3330499091733 69.3038866824265))
1024/2024;Spielgasaiva 6;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.3058081156091 69.2863050006471,23.4323619119054 69.2845713017431,23.4303525715972 69.2666515347877,23.3039030878455 69.2683836008844,23.3058081156091 69.2863050006471))
1025/2024;Spielgasaiva 7;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.2786106279518 69.2687189189831,23.4050644142526 69.2670053440281,23.4030794475275 69.2490851799771,23.2767298010354 69.2507971421691,23.2786106279518 69.2687189189831))
1026/2024;Spielgasaiva 8;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.2514573427251 69.2511284492552,23.3778112348082 69.2494349619339,23.3758505614415 69.2315144053902,23.2496006367094 69.2332062999316,23.2514573427251 69.2511284492552))
1027/2024;Spielgasaiva 9;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-02-19;2024-03-12;Gull,Kobber,Kobolt,Nikkel,Platina,REE,Uran;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((23.1990948664148 69.2338572142159,23.3253531231881 69.2322022379516,23.3234374179384 69.2142809720057,23.1972829670144 69.2159343927147,23.1990948664148 69.2338572142159))
1030/2024;Tverrfjellet 5;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-02-21;2024-03-12;Kobber,Molybden,Niob,REE,Zirkonium;1845;Sørfold;18;Nordland - Nordlánnda;POLYGON ((15.7205156876826 67.5109958195278,15.8376392743504 67.5104323766736,15.8370069349747 67.4924945360809,15.719971745533 67.4930574818635,15.7205156876826 67.5109958195278))
1031/2024;Tverrfjellet 6;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-02-21;2024-03-12;Kobber,Molybden,Niob,REE,Zirkonium;1845;Sørfold;18;Nordland - Nordlánnda;POLYGON ((15.779667343726 67.5286627412681,15.8382726519662 67.5283701742801,15.8376392743504 67.5104323766736,15.7790782354676 67.5107246853985,15.779667343726 67.5286627412681))
1038/2024;Skarvan 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-02-25;2024-03-19;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5026;Holtålen;50;Trøndelag - Trööndelage;POLYGON ((11.1143896727295 62.7691046622734,11.1828975301847 62.7680574049165,11.1815717003831 62.7501192390242,11.1131053759106 62.751165694593,11.1143896727295 62.7691046622734))
