Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Geometri
0004-1/2012;Biddjovagge 4;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612,5544;Guovdageaidnu - Kautokeino,Nordreisa - Ráisa - Raisi;56,55;Finnmark - Finnmárku - Finmarkku,Troms - Romsa - Tromssa;POLYGON ((22.4855624789745 69.2809404806192,22.4994876501876 69.2808203181518,22.4984346230303 69.2655800035148,22.4845192220819 69.2657000697438,22.4855624789745 69.2809404806192))
0005-1/2012;Biddjovagge 5;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612,5544;Guovdageaidnu - Kautokeino,Nordreisa - Ráisa - Raisi;56,55;Finnmark - Finnmárku - Finmarkku,Troms - Romsa - Tromssa;POLYGON ((22.4933744963266 69.2656237935328,22.5080488033283 69.2654963945216,22.5069906195801 69.2502561123701,22.492326600039 69.2503834094094,22.4933744963266 69.2656237935328))
0477-1/2011;Espenesfeltet 1;UNDERSOEKELSESRETT;Robert Norman Hermansen;;Godkjent;2011-08-12;2011-08-20;;5528;Dyrøy;55;Troms - Romsa - Tromssa;MULTIPOLYGON (((17.7637611673201 69.1000742159939,17.8139364056586 69.0992589404881,17.8127849892486 69.0903016032649,17.7626302175152 69.0911164976225,17.7637611673201 69.1000742159939)), ((17.8150888331894 69.1082162594329,17.8401851804606 69.1078029341464,17.8378608648443 69.0898886644,17.8127849892486 69.0903016032649,17.8150888331894 69.1082162594329)))
0478-1/2011;Espenesfeltet 2;UNDERSOEKELSESRETT;Robert Norman Hermansen;;Godkjent;2011-08-12;2011-08-20;;5528;Dyrøy;55;Troms - Romsa - Tromssa;MULTIPOLYGON (((17.8407668973137 69.1122814900577,17.8658673460697 69.1118644030203,17.8646939242305 69.1029074816623,17.8396037189507 69.103324373624,17.8407668973137 69.1122814900577)), ((17.8664544435264 69.1163428567217,17.891558985732 69.1159220064463,17.8903748019331 69.1069652912541,17.8652805063594 69.1073859446669,17.8664544435264 69.1163428567217)))
0001-1/2013;Ulveryggen 1;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2012-03-15;2013-02-25;Kobber;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.2444272809328 70.4352979127328,24.27421816406 70.4424163997313,24.2859052623096 70.4373415426483,24.2554482971249 70.4300263743538,24.2444272809328 70.4352979127328))
0002-1/2013;Ulveryggen 2;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2012-03-15;2013-02-25;Kobber;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.2145249041632 70.4281635624903,24.2444272809328 70.4352979127328,24.2554495039904 70.4300174178626,24.224463206703 70.4228143815743,24.2145249041632 70.4281635624903))
0009-1/2012;Hankabakken 1;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.1096835728424 67.1452365035596,16.1190491078039 67.1451712353654,16.118841539588 67.1406869499763,16.109477740932 67.1407522039498,16.1096835728424 67.1452365035596))
0010-1/2012;Hankabakken 2;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.0844471059834 67.1454096440408,16.1096835728424 67.1452365035596,16.1096284017344 67.1440347115437,16.0843931889725 67.1442078419132,16.0844471059834 67.1454096440408))
0011-1/2012;Hankabakken 3;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.0843931889725 67.1442078419132,16.0914055727082 67.1441601320718,16.0912573849201 67.1408776044743,16.0842459528488 67.1409253067063,16.0843931889725 67.1442078419132))
0012-1/2012;Hankabakken 4;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.091294225332 67.1416937521884,16.1095151961509 67.1415683466908,16.109477740932 67.1407522039498,16.0912573849201 67.1408776044743,16.091294225332 67.1416937521884))
0013-1/2012;Hankabakken 5;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.0957778974798 67.1408466860878,16.118841539588 67.1406869499763,16.1186340551949 67.1362026617326,16.0955746880334 67.1363623630455,16.0957778974798 67.1408466860878))
0014-1/2012;Giken Charlotta 1;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.0385026464986 67.1502002779966,16.0846483403996 67.1498939785401,16.0844471059834 67.1454096440408,16.0383099696435 67.1457158767478,16.0385026464986 67.1502002779966))
0015-1/2012;Giken Charlotta 2;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.0386954012266 67.1546846764353,16.0617726879817 67.1545331577261,16.0615756526515 67.150048792312,16.0385026464986 67.1502002779966,16.0386954012266 67.1546846764353))
0016-1/2012;Rupsi;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((16.0044517818495 67.1638745976549,16.0275381004618 67.1637280084063,16.0271566405387 67.1547591874598,16.0040788888659 67.1549057127992,16.0044517818495 67.1638745976549))
0017-1/2012;Sagmo 1;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((15.9668770210416 67.1205240941274,15.9895996176108 67.1203849715266,15.9895475420267 67.1191113778225,15.9668261407267 67.1192504918204,15.9668770210416 67.1205240941274))
0018-1/2012;Sagmo 2;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda;POLYGON ((15.9567849287671 67.126460968149,15.9671117909658 67.1263988060962,15.9667534135019 67.1174297782742,15.9564303766437 67.11749191326,15.9567849287671 67.126460968149))
0007-1/2012;Sandbekk 1;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2012-07-20;2012-11-19;Titan;1111;Sokndal;11;Rogaland;POLYGON ((6.32796718427182 58.3663305735576,6.34504154839937 58.3666859330177,6.3455807191554 58.359508415739,6.32850981247545 58.3591531554112,6.32796718427182 58.3663305735576))
0008-1/2012;Sandbekk 2;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2012-10-24;2012-11-19;Titan;1111;Sokndal;11;Rogaland;POLYGON ((6.3449067150054 58.3684803105821,6.36027476909876 58.3687982110517,6.3607438913834 58.3625178089014,6.34537856064463 58.3621999860349,6.3449067150054 58.3684803105821))
0001-1/2014;Bjørndalen A;UTVINNINGSRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2013-11-15;2014-02-27;Dy,Eu,Hf,Pr,Sm,Tb,Thorium,Tm,Yb;4018;Nome;40;Telemark;POLYGON ((9.30832942933659 59.2725598341191,9.31382047529819 59.2725107953953,9.31379219355089 59.2713434204981,9.30819607297278 59.2713927070627,9.30832942933659 59.2725598341191))
0002-1/2014;Bjørndalen B;UTVINNINGSRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2013-11-15;2014-02-27;Dy,Eu,Hf,Pr,Sm,Tb,Thorium,Tm,Yb;4018;Nome;40;Telemark;POLYGON ((9.30400319735471 59.2714115436462,9.31379178058969 59.2712985198332,9.31334454317746 59.2646272068127,9.30382041716872 59.2646767208437,9.30400319735471 59.2714115436462))
0003-1/2014;Bjørndalen C;UTVINNINGSRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2013-11-15;2014-02-27;Dy,Eu,Hf,Pr,Sm,Tb,Thorium,Tm,Yb;4018;Nome;40;Telemark;POLYGON ((9.30169804098746 59.2646816561318,9.31330946266761 59.2646272912351,9.31359724965422 59.2634950752973,9.3016881972362 59.2635681171391,9.30169804098746 59.2646816561318))
0115-1/2014;Fensmyra Øst;UNDERSOEKELSESRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2014-03-24;2014-06-13;Lantanidene;4018;Nome;40;Telemark;POLYGON ((9.31352230459633 59.2725204939629,9.33106659107777 59.2724770712427,9.33097947508076 59.2634969488362,9.31343980496851 59.2635403561459,9.31352230459633 59.2725204939629))
0001-1/2015;Nussir Deep 1;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.0282360830402 70.4588021753218,24.0515637991986 70.4591826961492,24.0518687676611 70.452455668941,24.0292173187241 70.4520861528833,24.0282360830402 70.4588021753218))
0002-1/2015;Nussir Deep 2;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.0515637991986 70.4591826961492,24.0676422701665 70.4594432151472,24.0678215343762 70.4550389570047,24.0517460254427 70.4549669481778,24.0515637991986 70.4591826961492))
0003-1/2015;Nussir Deep 3;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.0676422701665 70.4594432151472,24.0915042083494 70.453095417101,24.0916719474494 70.4519222853636,24.0679385854094 70.4518095327747,24.0676422701665 70.4594432151472))
0004-1/2015;Nussir Deep 4;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.073831136774 70.4518418422796,24.0916719474494 70.4519222853636,24.0921852806481 70.4483312464834,24.0739719846024 70.4482537771748,24.073831136774 70.4518418422796))
0005-1/2015;Nussir Deep 5;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.0915042083494 70.453095417101,24.1056297225963 70.4542368292903,24.1063075327787 70.4494725997564,24.0921852806481 70.4483312464834,24.0915042083494 70.453095417101))
0006-1/2015;Nussir Deep 6;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.1056297225963 70.4542368292903,24.1262254498757 70.4558925835883,24.1268542331023 70.4514417106008,24.1063075327787 70.4494725997564,24.1056297225963 70.4542368292903))
0007-1/2015;Nussir Deep 7;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.1262254498757 70.4558925835883,24.1790099829689 70.4634522517429,24.1793902090473 70.4607117525047,24.1268542331023 70.4514417106008,24.1262254498757 70.4558925835883))
0008-1/2015;Nussir Deep 8;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.1790099829689 70.4634522517429,24.2008067616836 70.4660334498151,24.2011273880515 70.4637048783491,24.1793902090473 70.4607117525047,24.1790099829689 70.4634522517429))
0009-1/2015;Nussir Deep 9;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.2008067616836 70.4660334498151,24.2224638182708 70.4677123261394,24.2227673121012 70.465491186755,24.2011273880515 70.4637048783491,24.2008067616836 70.4660334498151))
0010-1/2015;Nussir Deep 10;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.2224638182708 70.4677123261394,24.2423236525725 70.469810025116,24.244233630083 70.4679902142423,24.2227673121012 70.465491186755,24.2224638182708 70.4677123261394))
0011-1/2015;Nussir Deep 11;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((24.2423236525725 70.469810025116,24.2653470626618 70.4701582313352,24.2658290479453 70.466575619808,24.2472827974612 70.4650837657181,24.2423236525725 70.469810025116))
0016-1/2015;Diamanten A;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2015-03-20;2015-04-13;Kobber,Sink;1840;Saltdal;18;Nordland - Nordlánnda;POLYGON ((15.9372461853546 67.038686044592,15.9602139789925 67.038549283604,15.9598596734015 67.029580137989,15.9369003515005 67.029716839605,15.9372461853546 67.038686044592))
0017-1/2015;Nord-Dunderland 1;UTVINNINGSRETT;Rana Gruber ASA;953049724;Godkjent;2015-06-22;2015-11-09;Jern;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.7944983821437 66.4400702705802,14.8267764113922 66.4507670754125,14.8324920671337 66.4480012363428,14.800215158782 66.4373056089229,14.7944983821437 66.4400702705802))
0018-1/2015;Nord-Dunderland 2;UTVINNINGSRETT;Rana Gruber ASA;953049724;Godkjent;2015-06-22;2015-11-09;Jern;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.7632308695355 66.4297002199376,14.7944983821437 66.4400702705802,14.800215158782 66.4373056089229,14.7689487271146 66.4269366994842,14.7632308695355 66.4297002199376))
0020-1/2015;Ørtvann Sør 1;UTVINNINGSRETT;Rana Gruber ASA;953049724;Godkjent;2015-06-30;2015-12-21;Jern;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.512985708073 66.4126399405954,14.5295577402395 66.412690773983,14.5296418145698 66.4082143355476,14.5130727437669 66.4081635129489,14.512985708073 66.4126399405954))
0021-1/2015;Ørtvann Sør 2;UTVINNINGSRETT;Rana Gruber ASA;953049724;Godkjent;2015-06-30;2015-12-21;Jern;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.5295936317061 66.4107799899643,14.5499265105062 66.410839954261,14.5500070988089 66.4063545311217,14.5296778604102 66.4062945795767,14.5295936317061 66.4107799899643))
0073-1/2016;Lykling;UNDERSOEKELSESRETT;Norge Mineraler AS;974359073;Godkjent;2016-05-12;2016-05-25;Gull;4613;Bømlo;46;Vestland;POLYGON ((5.14907183055405 59.72434812836,5.20229606700359 59.7258998374265,5.20534456300134 59.6990199981776,5.15216279521182 59.6974699511865,5.14907183055405 59.72434812836))
0097-1/2016;Rauhaug 2;UNDERSOEKELSESRETT;Rare Earths Norway AS;918662049;Godkjent;2016-06-13;2016-07-15;REE;4018;Nome;40;Telemark;MULTIPOLYGON (((9.30400320005023 59.2714115471365,9.32175590582284 59.2712043804597,9.3216935320148 59.2645888887048,9.3038203758802 59.2646717852619,9.30400320005023 59.2714115471365)), ((9.30832943202805 59.2725598376053,9.32176838254417 59.2725273235351,9.32175590582284 59.2712043804597,9.30819270435043 59.2713632630488,9.30832943202805 59.2725598376053)), ((9.29537389406522 59.2635825989241,9.32168345911206 59.2635202524977,9.32162929825007 59.2577729622846,9.29532416270044 59.2578352945511,9.29537389406522 59.2635825989241)), ((9.30838276400326 59.2784597841793,9.32182403896911 59.2784272625246,9.32176838254417 59.2725273235351,9.30832943202805 59.2725598376053,9.30838276400326 59.2784597841793)), ((9.3018690009337 59.2840069185013,9.3194192166443 59.2839650604941,9.31936741134278 59.2784333100318,9.30182004192175 59.2784751588853,9.3018690009337 59.2840069185013)), ((9.3016980436727 59.2646816596339,9.3216935320148 59.2645888887048,9.32168345911206 59.2635202524977,9.30168819991919 59.263568120643,9.3016980436727 59.2646816596339)))
0001-1/2017;Bjørnevann 1;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((29.9994295554878 69.6616550264795,30.0336712578657 69.6622370898189,30.0346104186162 69.6555114742195,30.0003795179775 69.6549296198668,29.9994295554878 69.6616550264795))
0002-1/2017;Bjørnevann-Boris Gleb 1;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0003795179775 69.6549296198668,30.0544292199248 69.6558452885895,30.0550201894549 69.6515823667375,30.0009812922058 69.6506669063641,30.0003795179775 69.6549296198668))
0003-1/2017;Bjørnevann-Boris Gleb 2;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0009812922058 69.6506669063641,30.0550201894549 69.6515823667375,30.0556109058122 69.6473194405351,30.001582808656 69.6464041884277,30.0009812922058 69.6506669063641))
0004-1/2017;Bjørnevann-Boris Gleb 3;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.001582808656 69.6464041884277,30.0556109058122 69.6473194405351,30.0562013691551 69.6430565099835,30.0021840674896 69.6421414660586,30.001582808656 69.6464041884277))
0005-1/2017;Bjørnevann/Grunntjern 1;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0021840674896 69.6421414660586,30.0343366253241 69.6426881369244,30.0353357714784 69.6355236787509,30.0031940066591 69.6349772168007,30.0021840674896 69.6421414660586))
0006-1/2017;Søstervann/Grunntjern/Tverrdalen N;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0031940066591 69.6349772168007,30.0353357714784 69.6355236787509,30.0363341988983 69.6283592082055,30.00420321937 69.6278129550305,30.0031940066591 69.6349772168007))
0007-1/2017;Søstervann/Grunntjern/Tverrdalen S;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.00420321937 69.6278129550305,30.0355116238795 69.6283452975017,30.036535796699 69.6209927521992,30.0052381694023 69.620460618385,30.00420321937 69.6278129550305))
0008-1/2017;Bjørnefjell;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.009092466625 69.6205264535776,30.0264114224742 69.6208212279215,30.0280371036237 69.6091790313296,30.0107275818675 69.6088844398432,30.009092466625 69.6205264535776))
0009-1/2017;Tverrdalen syd/vest / Fisketind øst;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0264114224742 69.6208212279215,30.0399277579719 69.6210500865187,30.0422923547015 69.6040343499323,30.0287867777985 69.6038056987798,30.0264114224742 69.6208212279215))
0010-1/2017;Fisketind Øst;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.041670483722 69.6085121821001,30.0545114608484 69.6087286181571,30.0551306420601 69.6042507343566,30.0422923547015 69.6040343499323,30.041670483722 69.6085121821001))
0011-1/2017;Blix;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0261165103302 69.6037603669949,30.0543603369665 69.6042377778037,30.0554831148074 69.5961148899494,30.0272500152672 69.5956376856626,30.0261165103302 69.6037603669949))
0012-1/2017;Jerntoppen/Kjellmannsåsen;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0272500152672 69.5956376856626,30.0631832849006 69.596244247186,30.0640642029014 69.5898497687457,30.0281416732321 69.5892434137293,30.0272500152672 69.5956376856626))
0013-1/2017;Kjellmannsåsen 1;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0301943302983 69.5892782609896,30.0597020651677 69.5897765327924,30.0604183002013 69.5845821516129,30.0309177275709 69.5840840175842,30.0301943302983 69.5892782609896))
0014-1/2017;Kjellmannsåsen 2;UTVINNINGSRETT;Sydvaranger Eiendom AS;916776705;Godkjent;2017-01-04;2017-01-26;Jern;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;POLYGON ((30.0347655447408 69.5841492733321,30.0527223567972 69.5844526825788,30.0530924055733 69.5817749054589,30.0351378400735 69.5814715394568,30.0347655447408 69.5841492733321))
0015-1/2017;Skiftesmyr;UTVINNINGSRETT;Metal Prospecting AS;991078614;Godkjent;2017-01-13;2017-03-16;Gull,Kobber,Sink,Sølv;5045;Grong;50;Trøndelag - Trööndelage;POLYGON ((12.5947213132669 64.4834846958254,12.6111222073234 64.4837519331657,12.6115666403433 64.4786594566088,12.5951687904051 64.4783922801065,12.5947213132669 64.4834846958254))
